dataset,condition,held_out,k_bearings,n_train,test_fp
PRONOSTIA,C1,Bearing1_3,2,20,0.15
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.5166666666666667
PRONOSTIA,C1,Bearing1_3,2,20,0.26666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.31666666666666665
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,2,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.1
PRONOSTIA,C1,Bearing1_3,2,20,0.3333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,2,20,0.1
PRONOSTIA,C1,Bearing1_3,2,20,0.4166666666666667
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,2,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.31666666666666665
PRONOSTIA,C1,Bearing1_3,2,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,2,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,2,20,0.18333333333333332
PRONOSTIA,C1,Bearing1_3,2,20,0.2
PRONOSTIA,C1,Bearing1_3,2,20,0.5
PRONOSTIA,C1,Bearing1_3,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,2,20,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.25
PRONOSTIA,C1,Bearing1_3,3,18,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.1
PRONOSTIA,C1,Bearing1_3,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.1
PRONOSTIA,C1,Bearing1_3,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.1
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.21666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.05
PRONOSTIA,C1,Bearing1_3,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.25
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.18333333333333332
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.3333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,3,18,0.4166666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.0
PRONOSTIA,C1,Bearing1_3,3,18,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,3,18,0.18333333333333332
PRONOSTIA,C1,Bearing1_3,3,18,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.1
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.1
PRONOSTIA,C1,Bearing1_3,4,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,4,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,4,20,0.23333333333333334
PRONOSTIA,C1,Bearing1_3,4,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_3,4,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_3,4,20,0.2
PRONOSTIA,C1,Bearing1_3,4,20,0.15
PRONOSTIA,C1,Bearing1_3,4,20,0.1
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.2
PRONOSTIA,C1,Bearing1_3,4,20,0.18333333333333332
PRONOSTIA,C1,Bearing1_3,4,20,0.0
PRONOSTIA,C1,Bearing1_3,4,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.13333333333333333
PRONOSTIA,C1,Bearing1_3,4,20,0.05
PRONOSTIA,C1,Bearing1_3,4,20,0.2
PRONOSTIA,C1,Bearing1_3,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_4,1,20,0.9666666666666667
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.25
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_4,1,20,0.2833333333333333
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.23333333333333334
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.05
PRONOSTIA,C1,Bearing1_4,1,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.45
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.4166666666666667
PRONOSTIA,C1,Bearing1_4,1,20,0.5
PRONOSTIA,C1,Bearing1_4,1,20,0.8833333333333333
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.7
PRONOSTIA,C1,Bearing1_4,1,20,0.8166666666666667
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.23333333333333334
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.1
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,1,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.2
PRONOSTIA,C1,Bearing1_4,2,20,0.26666666666666666
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.31666666666666665
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.05
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,2,20,0.18333333333333332
PRONOSTIA,C1,Bearing1_4,2,20,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.6666666666666666
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,3,18,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.26666666666666666
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.1
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_4,4,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.31666666666666665
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.48333333333333334
PRONOSTIA,C1,Bearing1_5,1,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.5666666666666667
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.35
PRONOSTIA,C1,Bearing1_5,1,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.23333333333333334
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.6333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.1
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.35
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.9166666666666666
PRONOSTIA,C1,Bearing1_5,1,20,0.5833333333333334
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.75
PRONOSTIA,C1,Bearing1_5,1,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.45
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.21666666666666667
PRONOSTIA,C1,Bearing1_5,1,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,1,20,0.0
PRONOSTIA,C1,Bearing1_5,1,20,0.05
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.05
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.05
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,2,20,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,3,18,0.08333333333333333
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.25
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.0
PRONOSTIA,C1,Bearing1_5,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_5,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_5,3,18,0.0
